region_schema,region_parent,region_child,agerange,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-31,2020-08-01,2020-08-02,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-30,2020-08-31,2020-09-01,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13
admin_1,mw,mw-nb,,,0,0,0,0,0,19,0,0,0,2,1,0,0,0,9,0,0,0,2,0,,,0,,0,6,,0,0,1,0,0,8,0,0,0,,,39,0,0,0,0,8,0,0,0,21,0,0,,0,0,16,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,2,0,,
admin_1,mw,mw-ne,,,0,0,0,0,0,1,0,0,0,0,3,2,3,0,0,0,0,0,0,0,,,0,,0,4,,0,0,12,1,0,0,7,0,20,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-ni,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,1,,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-nk,,,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,0,5,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,6,0,0,0,0,,0,0,15,,0,0,16,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-ns,,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-nu,,,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,2,0,0,2,0,,,0,,0,4,,0,0,0,0,0,4,0,2,2,,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-ph,,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-1,,0,0,,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-ru,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0,,,0,,0,0,,0,0,0,7,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-sa,,,0,0,0,0,6,7,0,0,0,0,0,0,6,0,0,2,0,0,0,0,,,0,,0,0,,4,0,1,0,0,3,0,1,0,,,3,0,0,2,0,6,0,0,0,0,2,0,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-th,,,0,0,0,0,0,12,1,0,21,0,0,0,2,0,0,0,0,0,3,0,,,-9,,0,0,,0,3,0,1,0,0,0,0,0,,,2,1,0,0,0,0,0,0,0,5,0,0,,0,0,1,,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-zo,,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,2,0,3,0,,,0,,0,0,,2,0,0,7,0,0,0,0,0,,,2,0,0,0,0,17,0,3,0,0,2,0,,0,0,0,,0,0,0,0,3,1,0,2,0,0,0,0,0,4,0,0,0,0,0,19,4,0,0,0,,,1,0,,0,0,0,1,5,0,0,,
admin_1,mw,unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
